,Query ID,Query Lat,Query Lng,Name,Category,Biz Address,Biz City,Biz Zip,Biz Lat,Biz Lng,Rating,Review Count,Price,Yelp ID
21,37.798713-122.405864,37.798713,-122.405864,Betty Lou's Seafood & Grill,"['Seafood', 'Steakhouses', 'Bars']",318 Columbus Ave,San Francisco,94133,37.79827248,-122.4070575,4.5,639,$$,OH3GLEJvGhbER4d3xMuPIA
22,37.798713-122.405864,37.798713,-122.405864,Liholiho Yacht Club,"['Bars', 'American (New)', 'Seafood']",871 Sutter St,San Francisco,94109,37.78818,-122.41458,4.5,2172,$$$,KkAVX3Wb7E3lP5F_f_8pXg
23,37.798713-122.405864,37.798713,-122.405864,Eight AM,"['American (New)', 'Breakfast & Brunch']",1323 Columbus Ave,San Francisco,94133,37.806251,-122.419204,4.5,1170,$$,4-ra3RxOy1PpvnaK49dy8w
24,37.798713-122.405864,37.798713,-122.405864,Tacorea,"['Mexican', 'Korean', 'Latin American']",809 Bush St,San Francisco,94108,37.7897794,-122.410717,4.5,1509,$,u39mZEYojBiNic3lqKhPNw
25,37.798713-122.405864,37.798713,-122.405864,Mersea,"['American (Traditional)', 'Bars']",699 Ave Of The Palms,San Francisco,94130,37.82257193,-122.3758539,4.5,485,$$,xAALy_s3a1dT6K09vSrAGQ
26,37.798713-122.405864,37.798713,-122.405864,LâArdoise Bistro,"['French', 'Wine Bars', 'Desserts']",151 Noe St,San Francisco,94114,37.7665241,-122.4331385,4.5,1230,$$$,9yM20-7fj4LMrOO30nqkBw
27,37.798713-122.405864,37.798713,-122.405864,The New Spot On Polk,"['Breakfast & Brunch', 'Diners', 'Burgers']",2401 Polk St,San Francisco,94109,37.798839,-122.422409,4.5,515,$$,7bO6OHn52SJP4Mi3U-XflQ
28,37.798713-122.405864,37.798713,-122.405864,Kokkari Estiatorio,"['Greek', 'Mediterranean']",200 Jackson St,San Francisco,94111,37.796996,-122.399661,4.5,4390,$$$,PsY5DMHxa5iNX_nX0T-qPA
29,37.798713-122.405864,37.798713,-122.405864,Philz Coffee,"['Coffee & Tea', 'Sandwiches']",201 Berry St,San Francisco,94158,37.77566402,-122.3934518,4.5,1388,$,hWE2CDphzZ3nXlwv3Uk6Og
30,37.798713-122.405864,37.798713,-122.405864,KitTea Cat Cafe,['Themed Cafes'],96 Gough St,San Francisco,94102,37.7739346,-122.4222081,4.5,666,$$,D1GB7el1CaX-22CkX94zfw
31,37.798713-122.405864,37.798713,-122.405864,Alimento,"['Gelato', 'Sandwiches', 'Salad']",507 Columbus Ave,San Francisco,94133,37.799643,-122.409622,4.5,667,$,v5-upYI3belSfXOeT1dNWw
32,37.798713-122.405864,37.798713,-122.405864,Chisme Cantina,"['Tacos', 'Vegan']",882 Sutter St,San Francisco,94109,37.78862,-122.41483,4.5,345,$$,7X76HyhNAUTcYuY6t6ionQ
33,37.798713-122.405864,37.798713,-122.405864,The Brew Coop,"['Beer Bar', 'Sports Bars', 'Chicken Wings']",819 Valencia St,San Francisco,94110,37.75976,-122.42111,4.5,162,$$,c7oErwrhdsk3tL4vR9EC1w
34,37.798713-122.405864,37.798713,-122.405864,The Shota,"['Japanese', 'Sushi Bars']",115 Sansome St,San Francisco,94104,37.79142,-122.40103,5,97,$$$$,ZNj4xwodItEfFofNYxMEhw
35,37.798713-122.405864,37.798713,-122.405864,Yemen Kitchen,"['Middle Eastern', 'Mediterranean', 'Sandwiches']",219 Jones St,San Francisco,94102,37.7833448,-122.4126437,4.5,189,$$,kvXDYmfrjINaH4k5uS9emw
36,37.798713-122.405864,37.798713,-122.405864,The Cheese School of San Francisco,['Cafes'],900 North Point St,San Francisco,94109,37.8058745,-122.4227503,4.5,177,$$$,F0lbnTB0yKkIlSmg3OhwWg
37,37.798713-122.405864,37.798713,-122.405864,Barrio,"['Wine Bars', 'Beer Bar', 'Latin American']",1609 Powell St,San Francisco,94133,37.79954294,-122.410826,5,69,$$,CzhF2Ye0-4gCVthYqm9p0w
38,37.798713-122.405864,37.798713,-122.405864,OzaOza,['Japanese'],1700 Post St,San Francisco,94115,37.785801,-122.43015,5,96,$$$$,Y96P7pYNYya_bP-Ogun-0w
39,37.798713-122.405864,37.798713,-122.405864,Shizen Vegan Sushi Bar & Izakaya,"['Sushi Bars', 'Vegan', 'Izakaya']",370 14th St,San Francisco,94103,37.768314,-122.421642,4.5,1411,$$,CYttYTEiQuhSfo3SEh79fA
40,37.798713-122.405864,37.798713,-122.405864,The Italian Homemade Company,"['Italian', 'Pasta Shops', 'International Grocery']",716 Columbus Ave,San Francisco,94133,37.801752,-122.411851,4.5,1337,$$,K9XVDlPNhrrSVEJN7uWqJQ
41,37.798713-122.405864,37.798713,-122.405864,Madd Mex Cantina Food Truck,"['Food Trucks', 'Mexican', 'Caterers']",,San Mateo,94404,37.55213928,-122.2608337,4.5,199,$,Is1KN9f5THyPgo1RjAxRzg
42,37.798713-122.405864,37.798713,-122.405864,Good Luck Cafe and Deli,"['Delis', 'Cafes', 'Sandwiches']",621 Kearny St,San Francisco,94108,37.793838,-122.404846,4.5,399,$,kK0s7FAovaLmVDM4D_NdSQ
43,37.798713-122.405864,37.798713,-122.405864,Seven Hills,"['Italian', 'Seafood', 'Wine Bars']",1550 Hyde St,San Francisco,94109,37.7953586,-122.4182303,4.5,979,$$$,dTWMVRcMVC4zynbFQC7A2A
44,37.798713-122.405864,37.798713,-122.405864,Cafe Me,"['Coffee & Tea', 'Sandwiches', 'Breakfast & Brunch']",500 Washington St,San Francisco,94111,37.79583673,-122.4018551,4.5,294,$,bdFlEMBC6HRgoHKcgoHc1g
45,37.798713-122.405864,37.798713,-122.405864,Anchor Oyster Bar,['Seafood'],579 Castro St,San Francisco,94114,37.759689,-122.434609,4.5,1452,$$$,ZDvIMjJ-7I0561ckM4pAeA
46,37.798713-122.405864,37.798713,-122.405864,Marufuku Ramen SF,['Ramen'],1581 Webster St,San Francisco,94115,37.785155,-122.432075,4.5,2308,$$,HHtpR0RslupSQ99GIIwW5A
47,37.798713-122.405864,37.798713,-122.405864,P&J's Waffle Delight,"['Food Trucks', 'Waffles']",,Bay Area,94612,37.69935093,-121.7387455,5,44,$,mo0nboBdLiXQDonb7qmvrw
48,37.798713-122.405864,37.798713,-122.405864,Hog Island Oyster Co,"['Seafood', 'Seafood Markets', 'Live/Raw Food']",1 Ferry Bldg,San Francisco,94111,37.795831,-122.393303,4.5,5702,$$,Xg-FyjVKAN70LO4u4Z1ozg
49,37.798713-122.405864,37.798713,-122.405864,Cafe du Soleil,"['French', 'Sandwiches', 'Italian']",345 3rd St,San Francisco,94107,37.78326745,-122.397891,4.5,383,$$,IzRVZB6EuoizmnwAFy8siQ
50,37.798713-122.405864,37.798713,-122.405864,The Codmother Fish & Chips,"['British', 'Fish & Chips', 'Seafood']",496 Beach St,San Francisco,94133,37.80727026,-122.4170938,4.5,2885,$$,PDhfVvcVXgBinZf5I6s1KQ
51,37.798713-122.405864,37.798713,-122.405864,Waystone,"['Salad', 'Sandwiches', 'Wine Bars']",992 Market St,San Francisco,94102,37.78241096,-122.4103083,4.5,128,$$,rfl4M4Twa8O7WqSGAhIIgQ
52,37.798713-122.405864,37.798713,-122.405864,The House,['Asian Fusion'],1230 Grant Ave,San Francisco,94133,37.7986203,-122.4070251,4.5,4620,$$$,ZoZjbOYR-apY8XvommlNUA
53,37.798713-122.405864,37.798713,-122.405864,Anomaly,['Pop-Up Restaurants'],,San Francisco,94105,37.7890183,-122.3915063,5,45,NAN,OC53zpcrjXVa7_9SAgLEPg
54,37.798713-122.405864,37.798713,-122.405864,Il Canto Cafe,"['Cafes', 'Breakfast & Brunch']",275 Battery St,San Francisco,94111,37.79386,-122.40037,4.5,260,$,Jd28dXIWRxGwXKbfrnXq3g
55,37.798713-122.405864,37.798713,-122.405864,Saigon Sandwich,"['Vietnamese', 'Sandwiches']",560 Larkin St,San Francisco,94102,37.78315196,-122.417318,4.5,3173,$,hqQoVK0vadOX7_4gN1sh3g
56,37.798713-122.405864,37.798713,-122.405864,The Morris,"['American (New)', 'Cocktail Bars', 'Desserts']",2501 Mariposa St,San Francisco,94110,37.76316925,-122.4085259,4.5,222,$$$,KqGOvG1m5jgDL-pKGXEoNQ
57,37.798713-122.405864,37.798713,-122.405864,Burger Shack,"['Burgers', 'Bars']",2237 Powell St,San Francisco,94133,37.80548,-122.41212,4.5,202,$$,DxQWUqelJB3zZ0JNjW9_mw
58,37.798713-122.405864,37.798713,-122.405864,Z Zoul Cafe,"['Mediterranean', 'African', 'Halal']",295 Eddy St,San Francisco,94102,37.78373,-122.41226,4.5,92,$,EsnNcX1lxxhUQNtnooRM7A
59,37.798713-122.405864,37.798713,-122.405864,The Argentum Project,"['Greek', 'Bakeries', 'Ice Cream & Frozen Yogurt']",47 6th St,San Francisco,94103,37.78169,-122.40922,5,65,$,bluoSkYKGR_ZHZvWTF5szA
60,37.798713-122.405864,37.798713,-122.405864,Molinari Delicatessen,['Delis'],373 Columbus Ave,San Francisco,94133,37.79838,-122.40782,4.5,1065,$$,FmGF1B-Rpsjq1f5b56qMwg
61,37.798713-122.405864,37.798713,-122.405864,Milkbean,"['Coffee & Tea', 'Sandwiches', 'Bakeries']",881 Post St,San Francisco,94109,37.7871613,-122.4162122,4.5,235,$,5o24fe7v2Z0dgt3TCkZ1ww
62,37.798713-122.405864,37.798713,-122.405864,The Boy's Deli,"['Delis', 'Meat Shops', 'Sandwiches']",2222 Polk St,San Francisco,94109,37.7971806,-122.421842,4.5,290,$,B61vZd9neTI8F7zZ-vApmw
63,37.798713-122.405864,37.798713,-122.405864,Hot Sauce and Panko,"['Chicken Wings', 'Specialty Food']",1468 Hyde St,San Francisco,94109,37.79451652,-122.4178762,4.5,1059,$,NwqdohySKrDnK0RsAde9UA
64,37.798713-122.405864,37.798713,-122.405864,Golden Boy Pizza,"['Pizza', 'Italian']",542 Green St,San Francisco,94133,37.7997956,-122.4080729,4.5,3335,$,PTFxtXS47ZVRCdZIrEWvGw
65,37.798713-122.405864,37.798713,-122.405864,Massawa Restaurant,"['Ethiopian', 'Vegetarian', 'Eritrean']",532 Green St,San Francisco,94133,37.79971436,-122.4080074,4.5,253,$$,87wvt5-EkwbD1NY2gR5sAQ
66,37.798713-122.405864,37.798713,-122.405864,Fermentation Lab,"['Gastropubs', 'Beer Bar']",1230 Market St,San Francisco,94102,37.77852,-122.41561,4.5,229,$$,GmHNkpAaypi9jclaLI7sDQ
67,37.798713-122.405864,37.798713,-122.405864,Hinata,"['Sushi Bars', 'Japanese']",810 Van Ness Ave,San Francisco,94109,37.78324,-122.42048,4.5,426,$$$$,yD9-WrXijc_grVmi_zkCfQ
68,37.798713-122.405864,37.798713,-122.405864,Folklores Coffee Traders,"['Coffee & Tea', 'Coffee Roasteries', 'Breakfast & Brunch']",1035 Fillmore St,San Francisco,94115,37.7788831,-122.4319671,4.5,96,$,aF682DEnmO6TBQdLb_dHwg
69,37.798713-122.405864,37.798713,-122.405864,Bar 587,"['Lounges', 'Cocktail Bars', 'Sandwiches']",587 Post St,San Francisco,94102,37.78771,-122.41139,4.5,229,$$,CanHZllFdfW89hzwN_9meg
70,37.798713-122.405864,37.798713,-122.405864,Michaelis Food Store,"['Grocery', 'Delis', 'Beer, Wine & Spirits']",901 N Point St,San Francisco,94109,37.8053093,-122.422142,4.5,101,$,Z1Umjcm-gD49iItsZtY5Fg
71,37.798713-122.405864,37.798713,-122.405864,Beit Rima,"['Arabian', 'Mediterranean', 'Lebanese']",138 Church St,San Francisco,94114,37.76872,-122.42943,4.5,171,$$,BjlVE7tTp1UCEttgkM1Big
72,37.798713-122.405864,37.798713,-122.405864,Hollywood Cafe,"['Breakfast & Brunch', 'Cafes']",530 North Point St,San Francisco,94133,37.8065799,-122.41584,4.5,2016,$$,vVN_oVe6jvr4PCmXg_m9CA
73,37.798713-122.405864,37.798713,-122.405864,Rusty's Southern,"['Southern', 'Breakfast & Brunch', 'Diners']",750 Ellis St,San Francisco,94109,37.7844,-122.41855,4.5,905,$$,wZv5s1J3xmUkO-x9b8_-yQ
74,37.798713-122.405864,37.798713,-122.405864,Vive La Tarte,"['Bakeries', 'Breakfast & Brunch', 'Coffee & Tea']",1160 Howard St,San Francisco,94103,37.7769811,-122.4109073,4.5,498,$$,4qC4rdMhPBV-BDI-ET2ijg
75,37.798713-122.405864,37.798713,-122.405864,Leopold's,"['German', 'Austrian', 'Bars']",2400 Polk St,San Francisco,94109,37.79892,-122.42207,4.5,1028,$$,sQavxElZ71EGMrQ1zktn8Q
76,37.798713-122.405864,37.798713,-122.405864,Thorough Bread & Pastry,"['Patisserie/Cake Shop', 'Cafes']",248 Church St,San Francisco,94114,37.76651238,-122.4290349,4.5,821,$,MTIqLOBdISaon4G22qb5Lg
77,37.798713-122.405864,37.798713,-122.405864,Trestle,['American (New)'],531 Jackson St,San Francisco,94133,37.796127,-122.404495,4.5,808,$$$,jcFf2ZnJYL0nWCdIpqiA-g
78,37.798713-122.405864,37.798713,-122.405864,Omakase,"['Sushi Bars', 'Japanese']",665 Townsend St,San Francisco,94103,37.77067191,-122.4028886,4.5,420,$$$$,WpcWACqlAodx5dbe5GJWZA
79,37.798713-122.405864,37.798713,-122.405864,Hogwash,"['Gastropubs', 'Beer Bar']",582 Sutter St,San Francisco,94102,37.7891754,-122.4099292,4.5,1003,$$,t5OypGYSwYIXKjkEQx3BNw
80,37.798713-122.405864,37.798713,-122.405864,Deli Board,"['Delis', 'Sandwiches']",1058 Folsom St,San Francisco,94103,37.7776248,-122.4070127,4.5,1256,$$,BcW0vRdM8N-rteR2FfV1jg
81,37.798713-122.405864,37.798713,-122.405864,Curry Leaf,"['Indian', 'Halal', 'Pakistani']",943 Columbus Ave,San Francisco,94133,37.80308,-122.41452,4.5,592,$$,c70nh-BV7Nn_rnNXDXnABg
82,37.798713-122.405864,37.798713,-122.405864,The Sandwich Place,['Sandwiches'],2029 Mission St,San Francisco,94110,37.76443,-122.4191,4.5,271,$,uAVg1yq5kb3Ia2Ve5_K5HQ
83,37.798713-122.405864,37.798713,-122.405864,El Diferente Loncheria,"['Food Trucks', 'Tacos', 'Caterers']",1198 Vine St,San Jose,95110,37.315831,-121.881065,5,41,$,GcfdjsPGaXrY02Q3bsKvew
84,37.798713-122.405864,37.798713,-122.405864,Wooly Pig,"['Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch']",2295 3rd St,San Francisco,94107,37.76066216,-122.3884211,4.5,637,$,Id2aVe9l5YQlHtlXnGye-Q
85,37.798713-122.405864,37.798713,-122.405864,Acquerello,"['Italian', 'Wine Bars', 'Venues & Event Spaces']",1722 Sacramento St,San Francisco,94109,37.79157,-122.4213296,4.5,1067,$$$$,mDM7-ho67ePJXd5TodtCOg
86,37.798713-122.405864,37.798713,-122.405864,Il Casaro Pizzeria & Mozzarella Bar - North Beach Location,"['Italian', 'Pizza']",348 Columbus Ave,San Francisco,94133,37.79852,-122.40739,4.5,1043,$$,I8T8aoAsFQYwQiRvLBayFA
87,37.798713-122.405864,37.798713,-122.405864,The Pawn Shop,"['Speakeasies', 'Wine Bars', 'Tapas Bars']",993 Mission St,San Francisco,94103,37.78106,-122.40834,4.5,133,$$,DLjqwgeEd4BxZT7qJKvWUw
88,37.798713-122.405864,37.798713,-122.405864,Freddie's Sandwiches,['Sandwiches'],300 Francisco St,San Francisco,94133,37.80523682,-122.4103165,4.5,458,$,yGEc-cj9Quk5mUh7maoPXA
89,37.798713-122.405864,37.798713,-122.405864,Montesacro Pinseria SF,['Pizza'],510 Stevenson St,San Francisco,94103,37.7815976,-122.410121,4.5,615,$$,ikkPHZqQQ2UU2hGFyBuffQ
90,37.798713-122.405864,37.798713,-122.405864,Sotto Mare Oysteria & Seafood,"['Seafood', 'Italian', 'Bars']",552 Green St,San Francisco,94133,37.79979,-122.40834,4.5,3511,$$,8dUaybEPHsZMgr1iKgqgMQ
91,37.798713-122.405864,37.798713,-122.405864,Chez Maman East,"['French', 'Burgers', 'Creperies']",1401 18th St,San Francisco,94107,37.76243889,-122.3966923,4.5,2026,$$,UTVDbZv-qiHU06sDkoel3g
92,37.798713-122.405864,37.798713,-122.405864,Elixiria,"['Juice Bars & Smoothies', 'Breakfast & Brunch', 'Caterers']",25 Beale St,San Francisco,94105,37.79206254,-122.3967272,4.5,264,$$,FAmqgIJekYlMmVSVdi-R3A
93,37.798713-122.405864,37.798713,-122.405864,Tuba Express Mediterranean Kebab & Gyro,"['Mediterranean', 'Turkish', 'Middle Eastern']",1550 California St,San Francisco,94109,37.79081,-122.42008,4.5,161,$$,8wXA5hCMasPDEQYvwB3NYw
94,37.798713-122.405864,37.798713,-122.405864,The Italian Homemade Company,"['Italian', 'Pasta Shops', 'Desserts']",1919 Union St,San Francisco,94123,37.79742,-122.43097,4.5,816,$$,FRpULkKmvD9caSKabQzq5w
95,37.798713-122.405864,37.798713,-122.405864,Lazy Bear,['American (New)'],3416 19th St,San Francisco,94110,37.76041,-122.41969,4.5,564,$$$$,uBaXDGwJPUkOSLWxS2vZ9Q
96,37.798713-122.405864,37.798713,-122.405864,La Folie,"['French', 'Wine Bars']",2316 Polk St,San Francisco,94109,37.798136,-122.422036,4.5,1432,$$$$,eSixRz7xcwtFdeh9hN5TyQ
97,37.798713-122.405864,37.798713,-122.405864,Hot Zushi,"['Japanese', 'Sushi Bars']",531 Haight St,San Francisco,94117,37.77184639,-122.430961,4.5,138,$$,S91SPDiE-VGsOQHVBEuKHw
98,37.798713-122.405864,37.798713,-122.405864,La FusiÃ³n,"['Latin American', 'Desserts', 'Breakfast & Brunch']",475 Pine St,San Francisco,94104,37.79163575,-122.4036916,4.5,1095,$$,DLpHmXitZxDLdqTwydUSdA
99,37.798713-122.405864,37.798713,-122.405864,Frascati,"['American (New)', 'Mediterranean']",1901 Hyde St,San Francisco,94109,37.79835892,-122.4191055,4.5,1163,$$$,xdAgbLBQcffIxI8mYgjT1Q
100,37.798713-122.405864,37.798713,-122.405864,Rooster & Rice,"['Chicken Shop', 'Thai']",2211 Filbert St,San Francisco,94123,37.7979012,-122.4360554,4.5,419,$$,#NAME?
101,37.798713-122.405864,37.798713,-122.405864,Rosamunde Sausage Grill - Haight St,"['Hot Dogs', 'German', 'Beer Bar']",545 Haight St,San Francisco,94117,37.77183,-122.43114,4.5,1599,$,g9LSMqUK5dkUcmpgTnU-dQ
102,37.798713-122.405864,37.798713,-122.405864,Spice of America,"['Indian', 'Halal']",1655 Market St,San Francisco,94103,37.7732557,-122.4214596,4.5,153,$$,_gHU7DSK2gFVRLx651c8ig
103,37.798713-122.405864,37.798713,-122.405864,Benu,"['American (New)', 'Asian Fusion']",22 Hawthorne St,San Francisco,94105,37.785402,-122.399068,4.5,1031,$$$$,q2EbLD93gEO5uXXx7Pk3bw
104,37.798713-122.405864,37.798713,-122.405864,Belly Good Cafe & Crepes,"['Ice Cream & Frozen Yogurt', 'Creperies', 'Bubble Tea']",1737 Post St,San Francisco,94115,37.785091,-122.430635,4.5,1272,$,V6L23CJAM9cm0zzWAhSwVA
105,37.798713-122.405864,37.798713,-122.405864,Carmel Pizza Company,['Pizza'],2826 Jones St,San Francisco,94133,37.80759703,-122.4173284,4.5,766,$$,IhVsaINdU_Syqp23JuKzrA
106,37.798713-122.405864,37.798713,-122.405864,Teds Market & Deli,"['Delis', 'Sandwiches', 'Breakfast & Brunch']",1530 Howard St,San Francisco,94103,37.77287,-122.41623,4.5,464,$,2b4YW6ZKXq45TfZA53_zXg
107,37.798713-122.405864,37.798713,-122.405864,Surisan,"['Korean', 'American (New)', 'Breakfast & Brunch']",505 Beach St,San Francisco,94133,37.80678,-122.41756,4.5,1475,$$,i09UMzccKgyLwGYKDVP28w
108,37.798713-122.405864,37.798713,-122.405864,Kitava,"['Gluten-Free', 'American (New)']",2011 Mission St,San Francisco,94110,37.76483,-122.4193,4.5,314,$$,BC5aw6Kdt6pxz02du20DyA
109,37.798713-122.405864,37.798713,-122.405864,MaMo,"['American (New)', 'Colombian', 'Venezuelan']",3659 Buchanan St,San Francisco,94123,37.80384,-122.43366,5,49,$$,mdVq5YJoRhbQl2DD9BPQHw
110,37.798713-122.405864,37.798713,-122.405864,Frances,"['American (New)', 'Desserts', 'Wine Bars']",3870 17th St,San Francisco,94114,37.76272202,-122.4322763,4.5,1488,$$$,dMlsQsPU8Y_oiPYC5hHi2A
111,37.798713-122.405864,37.798713,-122.405864,Tselogs,['Filipino'],552 Jones St,San Francisco,94102,37.78656,-122.41295,4.5,554,$,#NAME?
112,37.798713-122.405864,37.798713,-122.405864,Urban Ritual,"['Bubble Tea', 'Cafes']",488 Fell St,San Francisco,94102,37.77576,-122.42585,4.5,408,$,VQPtsRVNTFkFptcXDTtIyg
113,37.798713-122.405864,37.798713,-122.405864,The Flying Falafel,"['Falafel', 'Vegan']",1051 Market St,San Francisco,94103,37.7812488,-122.411304,4.5,864,$,y97u_oCqjAjstK4YOY9ygA
114,37.798713-122.405864,37.798713,-122.405864,Eight Tables by George Chen,['Chinese'],8 Kenneth Rexroth Pl,San Francisco,94133,37.79845161,-122.4077813,4.5,96,$$$$,2FOv-XAZ2sMIlrE5xJc1Hw
115,37.798713-122.405864,37.798713,-122.405864,Oma San Francisco Station,"['Sushi Bars', 'Japanese']",1737 Post St,San Francisco,94115,37.785103,-122.430974,4.5,117,NAN,md19wETpeFhjh4MkFi029A
116,37.798713-122.405864,37.798713,-122.405864,Ben Thai Cafe,['Thai'],1331 Polk St,San Francisco,94109,37.78924,-122.42065,4.5,429,$$,tZmiZw49SNRVzF6h1Jfx9g
117,37.798713-122.405864,37.798713,-122.405864,Fog Harbor Fish House,"['Seafood', 'Bars']",Pier 39,San Francisco,94133,37.809041,-122.410233,4,5418,$$,f-m7-hyFzkf0HSEeQ2s-9A
118,37.798713-122.405864,37.798713,-122.405864,San Pancho's Tacos,"['Food Trucks', 'Tacos']",491 Bayshore Blvd,San Francisco,94124,37.7402754,-122.4061328,5,61,$,5B87gQ66UJzwQU_es5enDQ
119,37.798713-122.405864,37.798713,-122.405864,Sweet Maple,"['American (Traditional)', 'Breakfast & Brunch', 'Sandwiches']",2101 Sutter St,San Francisco,94115,37.78573568,-122.4350777,4,3417,$$,#NAME?
120,37.798713-122.405864,37.798713,-122.405864,Roli Roti Gourmet Rotisserie,"['Sandwiches', 'Food Trucks', 'Specialty Food']",1 Ferry Bldg,San Francisco,94105,37.79539824,-122.392534,4.5,1413,$$,fK6ZCDLTFtPV9HT4oAo5-w
121,37.798713-122.405864,37.798713,-122.405864,Isla Vida,"['Caribbean', 'Cuban']",1325 Fillmore St,San Francisco,94115,37.78179,-122.43285,4.5,181,$$,#NAME?
